"No. linea - archivo original","No. linea - archivo registros erroneos","No. columna","Nombre Columna","detalle error"
686,686,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
687,687,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
688,688,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
689,689,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
690,690,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
691,691,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
692,692,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
693,693,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
694,694,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
695,695,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
696,696,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
697,697,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
698,698,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
699,699,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
700,700,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
701,701,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
702,702,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
703,703,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
704,704,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
705,705,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
706,706,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
707,707,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
708,708,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
709,709,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
710,710,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
711,711,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
712,712,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
713,713,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
714,714,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
715,715,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
716,716,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
717,717,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
718,718,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
719,719,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
720,720,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
721,721,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
722,722,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
723,723,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
723,723,2,username,"El campo no correponde a un username en la tabla usarios Ases."
724,724,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
724,724,2,username,"El campo no correponde a un username en la tabla usarios Ases."
725,725,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
726,726,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
726,726,2,username,"El campo no correponde a un username en la tabla usarios Ases."
727,727,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
728,728,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
729,729,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
730,730,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
731,731,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
732,732,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
733,733,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
734,734,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
735,735,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
736,736,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
737,737,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
738,738,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
739,739,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
740,740,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
741,741,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
741,741,2,username,"El campo no correponde a un username en la tabla usarios Ases."
742,742,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
743,743,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
744,744,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
745,745,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
746,746,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
747,747,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
748,748,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
749,749,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
750,750,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
751,751,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
752,752,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
753,753,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
754,754,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
755,755,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
756,756,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
757,757,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
758,758,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
759,759,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
760,760,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
761,761,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
762,762,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
763,763,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
764,764,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
765,765,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
766,766,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
767,767,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
768,768,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
769,769,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
770,770,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
771,771,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
772,772,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
773,773,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
774,774,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
775,775,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
776,776,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
777,777,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
778,778,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
779,779,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
780,780,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
781,781,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
782,782,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
783,783,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
784,784,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
785,785,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
786,786,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
787,787,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
788,788,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
789,789,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
790,790,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
791,791,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
792,792,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
793,793,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
794,794,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
795,795,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
796,796,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
797,797,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
798,798,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
799,799,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
800,800,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
801,801,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
802,802,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
803,803,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
804,804,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
805,805,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
806,806,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
807,807,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
808,808,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
809,809,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
810,810,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
811,811,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
812,812,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
813,813,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
814,814,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
815,815,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
816,816,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
817,817,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
818,818,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
819,819,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
820,820,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
821,821,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
822,822,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
823,823,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
824,824,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
825,825,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
826,826,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
827,827,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
828,828,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
829,829,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
830,830,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
831,831,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
832,832,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
833,833,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
834,834,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
835,835,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
836,836,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
837,837,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
838,838,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
839,839,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
840,840,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
841,841,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
842,842,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
843,843,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
844,844,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
845,845,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
846,846,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
847,847,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
848,848,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
849,849,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
850,850,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
851,851,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
852,852,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
853,853,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
854,854,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
855,855,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
856,856,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
857,857,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
858,858,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
859,859,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
860,860,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
861,861,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
862,862,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
863,863,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
864,864,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
865,865,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
866,866,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
867,867,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
868,868,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
869,869,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
870,870,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
871,871,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
872,872,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
873,873,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
874,874,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
875,875,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
876,876,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
877,877,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
878,878,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
879,879,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
880,880,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
881,881,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
882,882,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
883,883,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
884,884,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
885,885,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
886,886,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
887,887,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
888,888,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
889,889,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
890,890,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
891,891,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
892,892,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
893,893,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
894,894,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
895,895,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
896,896,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
897,897,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
898,898,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
899,899,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
900,900,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
901,901,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
902,902,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
903,903,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
904,904,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
905,905,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
906,906,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
907,907,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
908,908,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
909,909,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
910,910,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
911,911,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
912,912,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
913,913,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
914,914,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
915,915,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
916,916,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
917,917,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
918,918,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
919,919,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
920,920,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
921,921,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
922,922,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
923,923,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
924,924,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
925,925,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
926,926,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
927,927,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
928,928,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
929,929,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
930,930,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
931,931,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
932,932,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
933,933,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
934,934,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
935,935,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
936,936,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
937,937,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
938,938,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
939,939,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
940,940,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
941,941,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
942,942,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
943,943,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
944,944,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
945,945,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
946,946,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
947,947,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
948,948,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
949,949,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
950,950,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
951,951,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
952,952,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
953,953,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
954,954,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
955,955,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
956,956,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
957,957,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
958,958,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
959,959,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
960,960,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
961,961,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
962,962,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
963,963,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
964,964,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
965,965,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
966,966,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
967,967,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
968,968,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
969,969,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
970,970,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
971,971,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
971,971,2,username,"El campo no correponde a un username en la tabla usarios Ases."
972,972,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
973,973,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
974,974,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
975,975,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
976,976,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
977,977,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
978,978,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
979,979,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
980,980,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
980,980,2,username,"El campo no correponde a un username en la tabla usarios Ases."
981,981,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
982,982,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
983,983,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
984,984,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
985,985,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
986,986,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
987,987,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
988,988,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
989,989,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
990,990,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
991,991,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
992,992,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
993,993,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
994,994,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
995,995,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
996,996,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
997,997,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
998,998,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
999,999,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1000,1000,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1001,1001,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1002,1002,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1003,1003,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1003,1003,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1004,1004,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1004,1004,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1005,1005,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1005,1005,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1006,1006,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1006,1006,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1007,1007,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1007,1007,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1008,1008,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1008,1008,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1009,1009,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1009,1009,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1010,1010,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1010,1010,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1011,1011,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1011,1011,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1012,1012,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1012,1012,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1013,1013,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1013,1013,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1014,1014,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1014,1014,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1015,1015,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1015,1015,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1016,1016,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1016,1016,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1017,1017,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1017,1017,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1018,1018,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1018,1018,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1019,1019,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1019,1019,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1020,1020,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1020,1020,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1021,1021,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1021,1021,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1022,1022,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1022,1022,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1023,1023,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1023,1023,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1024,1024,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1024,1024,2,username,"El campo no correponde a un username en la tabla usarios Ases."
1025,1025,1,seguimientoid,"El campo no corresponde  aun id en la tabla seguimiento."
1025,1025,2,username,"El campo no correponde a un username en la tabla usarios Ases."
